borrower_id,age,state,annual_income,employment_status,housing_status,dti_ratio,years_at_current_residence,credit_history_years,fico_score,fico_band
BOR107177,30,TN,74600.0,Full-time,Rent,37.7,1.2,12,667,Fair (620-679)
BOR107178,53,VA,54300.0,Part-time,Rent,27.0,25.8,35,688,Good (680-739)
BOR107179,49,NV,54100.0,Full-time,Mortgage,44.2,1.9,32,704,Good (680-739)
BOR107180,31,AZ,30900.0,Full-time,Rent,48.8,4.0,12,699,Good (680-739)
BOR107181,47,GA,18000.0,Part-time,Other,47.4,11.2,26,785,Very Good (740-799)
BOR107182,54,MD,41700.0,Full-time,Mortgage,50.1,5.0,35,704,Good (680-739)
BOR107183,42,NV,19900.0,Full-time,Mortgage,42.7,2.5,24,660,Fair (620-679)
BOR107184,31,VA,50700.0,Full-time,Rent,38.2,9.3,12,714,Good (680-739)
BOR107185,43,NH,83900.0,Full-time,Rent,24.5,20.4,26,746,Very Good (740-799)
BOR107186,48,LA,35300.0,Full-time,Rent,26.4,1.5,29,730,Good (680-739)
BOR107187,31,PA,36300.0,Full-time,Mortgage,41.5,5.8,12,727,Good (680-739)
BOR107188,29,MN,29700.0,Part-time,Rent,14.2,3.9,10,583,Poor (<620)
BOR107189,47,TN,47600.0,Full-time,Rent,45.2,6.5,30,518,Poor (<620)
BOR107190,51,AZ,45900.0,Full-time,Rent,25.9,9.4,33,763,Very Good (740-799)
BOR107191,67,WA,29500.0,Full-time,Own,26.7,18.6,47,709,Good (680-739)
BOR107192,49,NV,70300.0,Part-time,Rent,39.8,1.0,27,679,Fair (620-679)
BOR107193,26,TN,157300.0,Self-employed,Own,34.8,11.8,3,725,Good (680-739)
BOR107194,65,AZ,79700.0,Unemployed,Mortgage,27.8,1.2,48,805,Exceptional (800+)
BOR107195,54,TX,44400.0,Self-employed,Rent,22.9,7.1,38,772,Very Good (740-799)
BOR107196,19,NJ,44100.0,Full-time,Mortgage,17.0,0.0,1,743,Very Good (740-799)
BOR107197,29,MS,37000.0,Self-employed,Own,10.4,13.6,11,622,Fair (620-679)
BOR107198,35,MD,36700.0,Full-time,Rent,46.6,1.5,16,631,Fair (620-679)
BOR107199,51,TX,71800.0,Self-employed,Rent,29.8,2.4,31,525,Poor (<620)
BOR107200,19,LA,73200.0,Full-time,Rent,23.1,8.5,1,721,Good (680-739)
BOR107201,40,NV,27500.0,Full-time,Own,39.5,2.5,21,752,Very Good (740-799)
BOR107202,50,AZ,55000.0,Full-time,Own,24.2,0.3,34,757,Very Good (740-799)
BOR107203,19,CA,76900.0,Full-time,Mortgage,24.4,1.4,1,724,Good (680-739)
BOR107204,50,AZ,39800.0,Full-time,Own,43.9,6.8,31,670,Fair (620-679)
BOR107205,51,TX,42400.0,Full-time,Mortgage,39.4,3.7,35,643,Fair (620-679)
BOR107206,31,NC,63800.0,Full-time,Other,33.8,5.0,8,626,Fair (620-679)
BOR107207,27,TN,64600.0,Self-employed,Mortgage,26.5,1.9,7,669,Fair (620-679)
BOR107208,31,MS,56600.0,Self-employed,Rent,34.3,7.1,14,616,Poor (<620)
BOR107209,19,NC,52300.0,Full-time,Rent,37.8,3.2,1,794,Very Good (740-799)
BOR107210,37,LA,55500.0,Part-time,Own,34.6,4.1,15,595,Poor (<620)
BOR107211,44,MS,41200.0,Full-time,Mortgage,44.1,1.9,24,667,Fair (620-679)
BOR107212,26,CA,28200.0,Full-time,Rent,22.0,3.6,7,554,Poor (<620)
BOR107213,53,OH,23100.0,Self-employed,Own,29.4,28.0,37,699,Good (680-739)
BOR107214,42,MD,61000.0,Full-time,Mortgage,37.6,0.9,20,680,Good (680-739)
BOR107215,44,CO,49000.0,Self-employed,Rent,26.3,1.1,28,657,Fair (620-679)
BOR107216,36,MI,57200.0,Full-time,Mortgage,41.5,8.8,17,619,Poor (<620)
BOR107217,50,IN,32100.0,Self-employed,Mortgage,45.4,0.8,29,680,Good (680-739)
BOR107218,56,TN,48800.0,Part-time,Rent,32.6,6.2,39,645,Fair (620-679)
BOR107219,36,WI,48300.0,Full-time,Mortgage,35.8,0.3,19,671,Fair (620-679)
BOR107220,50,MD,82900.0,Full-time,Rent,29.9,1.2,29,807,Exceptional (800+)
BOR107221,50,TX,68400.0,Full-time,Mortgage,29.1,2.8,32,691,Good (680-739)
BOR107222,46,PA,33400.0,Full-time,Rent,44.8,0.6,29,715,Good (680-739)
BOR107223,61,NY,58500.0,Part-time,Rent,23.6,10.7,42,650,Fair (620-679)
BOR107224,32,MS,33300.0,Full-time,Other,40.3,0.5,9,629,Fair (620-679)
BOR107225,36,MS,18000.0,Full-time,Rent,27.1,2.3,17,679,Fair (620-679)
BOR107226,32,MN,101400.0,Full-time,Rent,23.5,3.2,15,843,Exceptional (800+)
BOR107227,50,FL,39400.0,Full-time,Rent,42.1,1.1,34,661,Fair (620-679)
BOR107228,38,MA,74400.0,Full-time,Mortgage,39.0,0.8,18,703,Good (680-739)
BOR107229,33,PA,34600.0,Full-time,Mortgage,25.5,4.8,14,626,Fair (620-679)
BOR107230,61,NC,32400.0,Part-time,Rent,30.3,2.8,44,501,Poor (<620)
BOR107231,63,OH,36500.0,Part-time,Rent,30.8,9.5,44,629,Fair (620-679)
BOR107232,37,NV,52200.0,Full-time,Other,34.4,0.0,16,835,Exceptional (800+)
BOR107233,25,NY,50500.0,Full-time,Rent,27.1,3.2,7,719,Good (680-739)
BOR107234,63,IN,58300.0,Full-time,Own,49.4,5.5,47,787,Very Good (740-799)
BOR107235,47,NH,37300.0,Self-employed,Own,20.9,3.8,27,657,Fair (620-679)
BOR107236,46,MD,47500.0,Full-time,Own,16.8,0.5,28,527,Poor (<620)
BOR107237,42,TX,31900.0,Full-time,Rent,30.8,2.4,21,608,Poor (<620)
BOR107238,31,MS,90300.0,Full-time,Mortgage,12.1,2.3,8,706,Good (680-739)
BOR107239,36,IN,25800.0,Full-time,Rent,24.2,7.1,13,695,Good (680-739)
BOR107240,49,NJ,32200.0,Full-time,Mortgage,25.7,4.6,26,679,Fair (620-679)
BOR107241,36,IN,38500.0,Full-time,Rent,32.2,0.8,13,646,Fair (620-679)
BOR107242,46,LA,136600.0,Full-time,Mortgage,30.0,6.5,30,741,Very Good (740-799)
BOR107243,41,VA,65800.0,Full-time,Rent,34.4,1.8,20,647,Fair (620-679)
BOR107244,28,AZ,31800.0,Self-employed,Rent,24.2,4.2,9,700,Good (680-739)
BOR107245,60,NJ,67500.0,Retired,Mortgage,28.2,0.3,43,693,Good (680-739)
BOR107246,48,TX,58800.0,Full-time,Rent,37.8,5.0,25,656,Fair (620-679)
BOR107247,45,MN,52700.0,Full-time,Mortgage,9.3,4.1,23,623,Fair (620-679)
BOR107248,48,NY,63800.0,Full-time,Mortgage,36.2,8.1,25,652,Fair (620-679)
BOR107249,19,MI,47900.0,Full-time,Mortgage,10.6,0.1,1,802,Exceptional (800+)
BOR107250,35,MI,50400.0,Full-time,Mortgage,32.1,0.1,19,752,Very Good (740-799)
BOR107251,23,GA,23200.0,Full-time,Mortgage,37.2,0.4,6,746,Very Good (740-799)
BOR107252,42,NJ,89300.0,Full-time,Rent,35.1,7.0,25,629,Fair (620-679)
BOR107253,45,TN,38100.0,Full-time,Other,25.8,2.1,27,587,Poor (<620)
BOR107254,43,GA,26700.0,Full-time,Mortgage,34.6,0.7,21,751,Very Good (740-799)
BOR107255,55,PA,37200.0,Full-time,Rent,22.6,3.7,39,739,Good (680-739)
BOR107256,23,LA,37800.0,Unemployed,Mortgage,45.8,7.1,5,689,Good (680-739)
BOR107257,31,UT,32500.0,Full-time,Mortgage,40.3,6.3,12,656,Fair (620-679)
BOR107258,46,NJ,66200.0,Full-time,Mortgage,22.5,2.4,30,585,Poor (<620)
BOR107259,44,NC,72300.0,Full-time,Rent,45.8,6.6,22,736,Good (680-739)
BOR107260,25,TX,19300.0,Full-time,Own,33.9,6.0,7,757,Very Good (740-799)
BOR107261,55,CA,37000.0,Self-employed,Mortgage,20.7,7.4,39,636,Fair (620-679)
BOR107262,60,MI,38200.0,Part-time,Rent,43.7,2.6,43,630,Fair (620-679)
BOR107263,46,MS,43200.0,Full-time,Mortgage,48.4,5.3,30,761,Very Good (740-799)
BOR107264,23,MD,100500.0,Full-time,Own,29.4,1.0,7,638,Fair (620-679)
BOR107265,43,NC,32300.0,Full-time,Mortgage,35.7,5.9,26,796,Very Good (740-799)
BOR107266,45,UT,94200.0,Full-time,Own,31.9,4.7,25,673,Fair (620-679)
BOR107267,38,NJ,43700.0,Retired,Mortgage,37.8,5.7,21,655,Fair (620-679)
BOR107268,57,OH,94600.0,Self-employed,Mortgage,39.9,2.8,40,683,Good (680-739)
BOR107269,40,NJ,40500.0,Full-time,Other,41.9,0.9,19,655,Fair (620-679)
BOR107270,66,IL,38500.0,Part-time,Rent,13.5,0.1,48,753,Very Good (740-799)
BOR107271,50,LA,46200.0,Full-time,Own,26.8,6.6,33,738,Good (680-739)
BOR107272,44,NC,83400.0,Full-time,Own,41.7,0.3,21,751,Very Good (740-799)
BOR107273,52,IN,50100.0,Self-employed,Other,25.0,5.9,33,692,Good (680-739)
BOR107274,59,MI,51200.0,Self-employed,Rent,35.5,1.2,39,650,Fair (620-679)
BOR107275,52,MS,62100.0,Full-time,Rent,22.8,4.2,31,679,Fair (620-679)
BOR107276,40,IN,31400.0,Self-employed,Rent,38.8,4.3,24,652,Fair (620-679)
BOR107277,33,WA,54300.0,Full-time,Own,32.4,0.6,16,775,Very Good (740-799)
BOR107278,28,NY,35100.0,Full-time,Mortgage,38.0,12.4,6,745,Very Good (740-799)
BOR107279,19,MS,90400.0,Unemployed,Mortgage,35.9,1.4,2,674,Fair (620-679)
BOR107280,43,AZ,56300.0,Self-employed,Mortgage,17.9,5.7,26,620,Fair (620-679)
BOR107281,36,GA,63700.0,Full-time,Other,52.9,12.8,13,780,Very Good (740-799)
BOR107282,37,LA,18600.0,Full-time,Own,18.9,2.2,20,689,Good (680-739)
BOR107283,53,TX,64100.0,Part-time,Own,56.9,0.5,36,672,Fair (620-679)
BOR107284,40,GA,43000.0,Unemployed,Rent,10.4,4.1,17,781,Very Good (740-799)
BOR107285,64,AZ,24400.0,Full-time,Rent,32.7,0.4,41,647,Fair (620-679)
BOR107286,34,NC,48700.0,Full-time,Mortgage,17.9,1.5,16,659,Fair (620-679)
BOR107287,29,VA,23500.0,Full-time,Mortgage,48.2,0.6,6,665,Fair (620-679)
BOR107288,26,OH,61400.0,Full-time,Rent,21.9,5.4,5,594,Poor (<620)
BOR107289,50,NY,88900.0,Full-time,Mortgage,21.1,3.0,27,701,Good (680-739)
BOR107290,55,CA,20800.0,Full-time,Rent,32.3,2.8,38,630,Fair (620-679)
BOR107291,34,PA,46000.0,Full-time,Mortgage,46.3,0.2,15,643,Fair (620-679)
BOR107292,28,UT,43300.0,Unemployed,Own,44.3,4.1,10,634,Fair (620-679)
BOR107293,59,MA,19000.0,Full-time,Rent,29.8,4.3,38,642,Fair (620-679)
BOR107294,24,WA,70400.0,Self-employed,Rent,28.8,7.0,3,625,Fair (620-679)
BOR107295,53,MI,61800.0,Retired,Other,37.2,2.9,36,696,Good (680-739)
BOR107296,34,MD,116000.0,Full-time,Rent,31.4,5.1,12,670,Fair (620-679)
BOR107297,46,NY,58300.0,Full-time,Own,32.8,6.4,30,683,Good (680-739)
BOR107298,54,OH,31400.0,Self-employed,Rent,30.6,2.1,37,833,Exceptional (800+)
BOR107299,47,IN,58800.0,Full-time,Own,38.1,0.2,27,670,Fair (620-679)
BOR107300,37,VA,83100.0,Full-time,Mortgage,36.5,4.9,19,719,Good (680-739)
BOR107301,58,MN,37800.0,Full-time,Mortgage,47.2,3.8,42,727,Good (680-739)
BOR107302,44,LA,68400.0,Full-time,Own,25.6,0.4,24,676,Fair (620-679)
BOR107303,78,NV,18000.0,Full-time,Mortgage,25.5,12.0,55,698,Good (680-739)
BOR107304,21,PA,90600.0,Part-time,Rent,31.1,0.1,1,681,Good (680-739)
BOR107305,20,FL,66800.0,Retired,Own,30.0,8.8,1,693,Good (680-739)
BOR107306,53,PA,18000.0,Full-time,Mortgage,40.6,4.5,34,642,Fair (620-679)
BOR107307,41,MN,55400.0,Full-time,Mortgage,21.5,1.9,25,648,Fair (620-679)
BOR107308,51,MS,19100.0,Full-time,Rent,44.7,2.3,28,681,Good (680-739)
BOR107309,28,MS,35400.0,Full-time,Mortgage,29.2,4.2,7,552,Poor (<620)
BOR107310,42,GA,63300.0,Full-time,Own,43.8,0.2,24,777,Very Good (740-799)
BOR107311,46,NV,43900.0,Full-time,Rent,57.3,3.6,27,820,Exceptional (800+)
BOR107312,34,AZ,82100.0,Full-time,Rent,42.3,2.1,14,691,Good (680-739)
BOR107313,44,NV,48000.0,Full-time,Other,38.2,0.5,25,723,Good (680-739)
BOR107314,25,AZ,45900.0,Full-time,Other,43.2,6.1,7,750,Very Good (740-799)
BOR107315,46,NY,76400.0,Full-time,Mortgage,29.1,1.3,26,594,Poor (<620)
BOR107316,58,TX,40100.0,Self-employed,Rent,34.6,0.2,41,740,Very Good (740-799)
BOR107317,26,UT,46100.0,Full-time,Rent,25.3,1.4,4,652,Fair (620-679)
BOR107318,25,NJ,48900.0,Self-employed,Mortgage,25.9,3.6,2,829,Exceptional (800+)
BOR107319,55,NC,45200.0,Self-employed,Rent,35.1,6.8,38,668,Fair (620-679)
BOR107320,25,NC,78600.0,Self-employed,Mortgage,33.0,2.2,9,739,Good (680-739)
BOR107321,51,MI,34500.0,Full-time,Mortgage,36.3,1.5,35,668,Fair (620-679)
BOR107322,42,NM,32100.0,Full-time,Mortgage,33.3,5.3,23,823,Exceptional (800+)
BOR107323,36,TX,28900.0,Full-time,Rent,29.2,2.2,19,647,Fair (620-679)
BOR107324,59,FL,18000.0,Full-time,Rent,41.2,5.0,39,756,Very Good (740-799)
BOR107325,52,MN,90900.0,Full-time,Own,25.8,1.8,34,721,Good (680-739)
BOR107326,44,AZ,31100.0,Full-time,Rent,34.5,3.3,21,706,Good (680-739)
BOR107327,19,NY,41900.0,Full-time,Own,43.5,0.8,1,695,Good (680-739)
BOR107328,50,CA,94000.0,Full-time,Rent,39.1,3.3,31,637,Fair (620-679)
BOR107329,28,IL,43700.0,Full-time,Mortgage,31.7,1.2,8,512,Poor (<620)
BOR107330,38,OH,58800.0,Full-time,Own,14.0,1.9,18,750,Very Good (740-799)
BOR107331,41,CA,24600.0,Full-time,Rent,28.6,10.6,25,648,Fair (620-679)
BOR107332,64,IL,87500.0,Full-time,Rent,53.2,9.4,44,756,Very Good (740-799)
BOR107333,38,WI,44100.0,Part-time,Mortgage,29.5,0.6,16,703,Good (680-739)
BOR107334,24,LA,29500.0,Self-employed,Rent,31.9,3.3,8,758,Very Good (740-799)
BOR107335,59,LA,29500.0,Full-time,Rent,33.7,8.8,43,732,Good (680-739)
BOR107336,50,MI,99800.0,Full-time,Own,36.3,3.0,33,520,Poor (<620)
BOR107337,50,NC,35800.0,Full-time,Mortgage,25.4,2.5,33,720,Good (680-739)
BOR107338,59,NH,29800.0,Full-time,Mortgage,39.6,3.3,40,658,Fair (620-679)
BOR107339,62,MN,38400.0,Full-time,Rent,36.1,3.7,39,756,Very Good (740-799)
BOR107340,30,AZ,47600.0,Self-employed,Rent,14.8,4.8,10,718,Good (680-739)
BOR107341,24,OH,49900.0,Full-time,Mortgage,6.6,4.9,6,719,Good (680-739)
BOR107342,51,NC,57000.0,Full-time,Rent,26.6,7.2,30,662,Fair (620-679)
BOR107343,38,WA,51800.0,Full-time,Own,19.9,10.4,20,621,Fair (620-679)
BOR107344,39,AZ,62400.0,Full-time,Mortgage,35.1,0.8,17,652,Fair (620-679)
BOR107345,28,CA,41200.0,Full-time,Rent,28.3,2.4,11,563,Poor (<620)
BOR107346,48,UT,118500.0,Full-time,Mortgage,36.7,0.6,29,642,Fair (620-679)
BOR107347,46,MA,37400.0,Full-time,Rent,36.8,5.5,29,585,Poor (<620)
BOR107348,39,MA,85700.0,Full-time,Other,21.9,0.4,16,587,Poor (<620)
BOR107349,24,IL,35600.0,Full-time,Mortgage,28.4,13.3,8,688,Good (680-739)
BOR107350,56,CO,24500.0,Full-time,Mortgage,26.5,7.3,39,715,Good (680-739)
BOR107351,44,WI,22000.0,Full-time,Mortgage,41.3,2.7,22,678,Fair (620-679)
BOR107352,54,FL,53500.0,Full-time,Mortgage,30.2,7.4,37,648,Fair (620-679)
BOR107353,19,TN,78700.0,Part-time,Other,44.5,10.2,1,618,Poor (<620)
BOR107354,42,IN,27800.0,Full-time,Mortgage,45.1,4.7,23,659,Fair (620-679)
BOR107355,32,NV,31400.0,Full-time,Mortgage,30.6,1.3,13,627,Fair (620-679)
BOR107356,41,IL,55500.0,Full-time,Rent,26.1,4.1,25,676,Fair (620-679)
BOR107357,52,LA,46600.0,Full-time,Rent,23.2,3.8,30,581,Poor (<620)
BOR107358,45,VA,35800.0,Self-employed,Rent,39.1,1.8,24,726,Good (680-739)
BOR107359,41,FL,26200.0,Self-employed,Rent,31.0,7.5,23,643,Fair (620-679)
BOR107360,41,FL,53600.0,Full-time,Rent,24.7,0.7,22,704,Good (680-739)
BOR107361,22,PA,62600.0,Full-time,Mortgage,41.0,6.2,4,738,Good (680-739)
BOR107362,30,GA,58200.0,Part-time,Own,41.2,1.6,12,701,Good (680-739)
BOR107363,54,WA,47200.0,Full-time,Rent,22.5,1.3,31,732,Good (680-739)
BOR107364,35,CO,29000.0,Full-time,Rent,35.6,1.9,14,546,Poor (<620)
BOR107365,55,PA,53700.0,Full-time,Mortgage,37.9,2.7,38,648,Fair (620-679)
BOR107366,51,NH,51900.0,Full-time,Rent,49.0,13.2,29,752,Very Good (740-799)
BOR107367,52,PA,25800.0,Self-employed,Rent,30.3,1.3,30,713,Good (680-739)
BOR107368,45,TN,40700.0,Self-employed,Mortgage,32.0,4.4,28,800,Exceptional (800+)
BOR107369,36,MS,55000.0,Full-time,Other,38.6,8.7,19,791,Very Good (740-799)
BOR107370,39,NV,45000.0,Retired,Rent,44.7,3.4,16,699,Good (680-739)
BOR107371,49,IN,19300.0,Full-time,Rent,36.0,3.6,26,664,Fair (620-679)
BOR107372,19,MD,35000.0,Full-time,Rent,34.3,1.4,3,618,Poor (<620)
BOR107373,56,NY,33900.0,Full-time,Rent,26.4,10.9,39,649,Fair (620-679)
BOR107374,35,CA,60000.0,Self-employed,Mortgage,28.8,0.3,15,653,Fair (620-679)
BOR107375,40,NJ,150100.0,Retired,Mortgage,30.5,1.2,22,641,Fair (620-679)
BOR107376,40,FL,49500.0,Part-time,Rent,39.0,6.3,23,620,Fair (620-679)
BOR107377,41,NC,27200.0,Full-time,Rent,36.5,3.7,21,706,Good (680-739)
BOR107378,25,IL,43400.0,Full-time,Rent,25.1,0.9,6,790,Very Good (740-799)
BOR107379,43,MS,46900.0,Full-time,Own,40.5,2.4,26,741,Very Good (740-799)
BOR107380,48,LA,65500.0,Full-time,Rent,30.3,2.3,30,659,Fair (620-679)
BOR107381,19,NV,81500.0,Unemployed,Mortgage,30.5,4.3,3,746,Very Good (740-799)
BOR107382,25,MD,87200.0,Self-employed,Rent,39.7,0.1,2,703,Good (680-739)
BOR107383,52,PA,59400.0,Full-time,Mortgage,40.9,0.7,34,677,Fair (620-679)
BOR107384,50,TX,46600.0,Full-time,Rent,35.5,2.5,29,673,Fair (620-679)
BOR107385,45,IN,90900.0,Full-time,Rent,50.7,0.6,26,667,Fair (620-679)
BOR107386,33,IN,39900.0,Full-time,Rent,13.3,17.7,10,722,Good (680-739)
BOR107387,50,NC,47800.0,Unemployed,Rent,41.7,13.5,34,689,Good (680-739)
BOR107388,27,VA,41800.0,Full-time,Mortgage,22.0,6.3,11,633,Fair (620-679)
BOR107389,39,WA,18000.0,Self-employed,Rent,31.8,5.4,17,630,Fair (620-679)
BOR107390,25,OH,82600.0,Full-time,Rent,32.2,1.5,6,700,Good (680-739)
BOR107391,39,GA,63200.0,Full-time,Mortgage,31.5,0.1,21,708,Good (680-739)
BOR107392,29,NJ,18000.0,Retired,Mortgage,23.0,2.6,11,660,Fair (620-679)
BOR107393,50,TN,73200.0,Full-time,Rent,18.5,2.8,33,606,Poor (<620)
BOR107394,46,UT,40700.0,Full-time,Own,12.9,0.2,24,761,Very Good (740-799)
BOR107395,34,AZ,72800.0,Full-time,Own,30.0,4.5,13,748,Very Good (740-799)
BOR107396,54,MD,48200.0,Full-time,Rent,33.4,1.4,33,551,Poor (<620)
BOR107397,30,NV,25300.0,Full-time,Mortgage,38.0,11.3,7,767,Very Good (740-799)
BOR107398,41,FL,47200.0,Full-time,Rent,43.7,5.0,24,666,Fair (620-679)
BOR107399,34,IN,31100.0,Full-time,Mortgage,40.5,10.4,15,692,Good (680-739)
BOR107400,50,VA,26900.0,Full-time,Mortgage,42.0,1.8,30,754,Very Good (740-799)
BOR107401,49,MA,68900.0,Full-time,Mortgage,22.1,9.0,30,787,Very Good (740-799)
BOR107402,57,TX,55600.0,Self-employed,Rent,43.1,3.3,39,745,Very Good (740-799)
BOR107403,42,MS,91500.0,Self-employed,Own,35.8,0.7,23,696,Good (680-739)
BOR107404,19,UT,39000.0,Retired,Mortgage,19.1,24.8,1,591,Poor (<620)
BOR107405,36,CA,30200.0,Full-time,Rent,42.8,4.6,19,548,Poor (<620)
BOR107406,60,IL,62200.0,Full-time,Rent,23.3,0.8,38,737,Good (680-739)
BOR107407,37,PA,32000.0,Full-time,Mortgage,21.7,4.1,19,767,Very Good (740-799)
BOR107408,19,MN,40600.0,Retired,Rent,47.5,3.5,3,627,Fair (620-679)
BOR107409,46,TN,59100.0,Full-time,Mortgage,34.5,2.7,27,662,Fair (620-679)
BOR107410,47,PA,44100.0,Retired,Own,21.7,0.5,27,644,Fair (620-679)
BOR107411,32,NV,37400.0,Self-employed,Mortgage,26.7,2.9,9,642,Fair (620-679)
BOR107412,38,NC,24800.0,Full-time,Rent,42.7,6.8,16,750,Very Good (740-799)
BOR107413,31,NJ,71100.0,Full-time,Rent,20.1,5.3,12,694,Good (680-739)
BOR107414,47,MI,39500.0,Full-time,Own,30.7,7.5,31,665,Fair (620-679)
BOR107415,42,WA,61600.0,Full-time,Mortgage,30.7,7.9,26,850,Exceptional (800+)
BOR107416,27,VA,58000.0,Unemployed,Rent,59.3,2.7,5,587,Poor (<620)
BOR107417,41,OH,76200.0,Full-time,Mortgage,17.5,5.4,23,716,Good (680-739)
BOR107418,32,NJ,41900.0,Self-employed,Rent,17.9,0.8,12,612,Poor (<620)
BOR107419,59,MS,39900.0,Full-time,Rent,26.4,2.1,36,670,Fair (620-679)
BOR107420,52,WA,28300.0,Part-time,Rent,25.7,2.5,34,690,Good (680-739)
BOR107421,40,MS,36500.0,Full-time,Rent,32.4,0.5,18,735,Good (680-739)
BOR107422,42,AZ,54400.0,Full-time,Own,27.4,2.3,24,663,Fair (620-679)
BOR107423,53,MN,32300.0,Full-time,Rent,40.5,4.8,33,656,Fair (620-679)
BOR107424,39,GA,53800.0,Full-time,Own,33.0,8.5,23,662,Fair (620-679)
BOR107425,50,MN,90200.0,Retired,Rent,22.4,0.2,30,610,Poor (<620)
BOR107426,59,OH,38200.0,Part-time,Mortgage,29.7,13.0,38,721,Good (680-739)
BOR107427,35,CA,25800.0,Full-time,Rent,29.4,0.1,14,698,Good (680-739)
BOR107428,61,PA,38700.0,Full-time,Own,43.5,4.9,38,708,Good (680-739)
BOR107429,57,CA,24600.0,Full-time,Own,40.7,3.6,34,675,Fair (620-679)
BOR107430,44,NM,85000.0,Full-time,Own,39.2,11.7,24,667,Fair (620-679)
BOR107431,36,NH,48400.0,Full-time,Mortgage,24.8,3.5,17,756,Very Good (740-799)
BOR107432,44,CO,33600.0,Full-time,Own,35.2,4.8,28,746,Very Good (740-799)
BOR107433,38,FL,36200.0,Self-employed,Own,20.6,2.0,16,772,Very Good (740-799)
BOR107434,31,LA,27400.0,Unemployed,Rent,38.6,1.7,14,704,Good (680-739)
BOR107435,47,WI,73500.0,Full-time,Rent,44.3,1.4,24,768,Very Good (740-799)
BOR107436,29,NC,106600.0,Self-employed,Rent,11.2,0.7,8,653,Fair (620-679)
BOR107437,37,WA,23800.0,Full-time,Rent,31.3,13.8,20,667,Fair (620-679)
BOR107438,37,IN,74600.0,Full-time,Mortgage,31.2,4.5,19,758,Very Good (740-799)
BOR107439,25,CA,41700.0,Full-time,Rent,41.2,2.7,6,735,Good (680-739)
BOR107440,49,WA,82500.0,Full-time,Rent,26.3,13.0,30,661,Fair (620-679)
BOR107441,38,MD,20400.0,Full-time,Own,26.1,7.7,17,612,Poor (<620)
BOR107442,57,PA,51600.0,Part-time,Rent,33.8,1.6,39,667,Fair (620-679)
BOR107443,38,NJ,38800.0,Full-time,Other,38.3,1.3,21,635,Fair (620-679)
BOR107444,36,AZ,62700.0,Self-employed,Mortgage,34.3,8.5,17,792,Very Good (740-799)
BOR107445,30,WI,47900.0,Full-time,Own,41.0,0.6,12,729,Good (680-739)
BOR107446,41,UT,47100.0,Full-time,Rent,39.1,4.5,23,630,Fair (620-679)
BOR107447,42,NV,44500.0,Full-time,Mortgage,27.0,1.9,24,612,Poor (<620)
BOR107448,50,TN,94200.0,Full-time,Mortgage,32.4,8.8,28,629,Fair (620-679)
BOR107449,42,MA,43100.0,Full-time,Own,37.7,4.2,19,644,Fair (620-679)
BOR107450,66,TN,68800.0,Full-time,Own,24.3,2.8,50,669,Fair (620-679)
BOR107451,46,AZ,61900.0,Self-employed,Rent,25.4,0.4,25,752,Very Good (740-799)
BOR107452,29,TX,69600.0,Full-time,Other,17.6,0.5,11,617,Poor (<620)
BOR107453,28,MD,29500.0,Full-time,Rent,44.0,3.1,8,829,Exceptional (800+)
BOR107454,47,MD,64100.0,Full-time,Rent,53.9,3.8,28,619,Poor (<620)
BOR107455,29,WA,54300.0,Full-time,Mortgage,25.5,3.7,10,588,Poor (<620)
BOR107456,48,LA,27300.0,Full-time,Own,38.0,11.1,29,790,Very Good (740-799)
BOR107457,52,MO,42400.0,Full-time,Mortgage,44.7,2.4,31,766,Very Good (740-799)
BOR107458,52,NC,130900.0,Full-time,Mortgage,20.6,5.4,30,668,Fair (620-679)
BOR107459,31,CA,39100.0,Full-time,Rent,35.7,2.7,8,705,Good (680-739)
BOR107460,52,TX,39500.0,Retired,Other,45.5,8.7,30,706,Good (680-739)
BOR107461,45,NC,57100.0,Full-time,Mortgage,29.6,0.9,28,689,Good (680-739)
BOR107462,34,VA,36600.0,Full-time,Rent,31.5,3.9,11,596,Poor (<620)
BOR107463,39,PA,49700.0,Full-time,Rent,46.1,8.5,18,519,Poor (<620)
BOR107464,47,PA,38100.0,Self-employed,Own,28.1,6.5,28,625,Fair (620-679)
BOR107465,33,IL,55900.0,Full-time,Rent,26.6,1.6,16,798,Very Good (740-799)
BOR107466,45,MN,45300.0,Full-time,Mortgage,30.5,1.5,24,801,Exceptional (800+)
BOR107467,58,MN,112200.0,Unemployed,Rent,50.6,3.9,36,663,Fair (620-679)
BOR107468,53,MI,47600.0,Self-employed,Rent,40.3,3.2,34,618,Poor (<620)
BOR107469,42,PA,42200.0,Full-time,Rent,37.8,1.4,21,698,Good (680-739)
BOR107470,44,FL,74100.0,Full-time,Rent,37.7,24.6,23,709,Good (680-739)
BOR107471,35,FL,24900.0,Full-time,Rent,21.3,0.2,14,719,Good (680-739)
BOR107472,35,MI,99800.0,Self-employed,Mortgage,38.1,0.0,17,516,Poor (<620)
BOR107473,23,TX,29900.0,Full-time,Rent,28.2,4.8,5,850,Exceptional (800+)
BOR107474,44,NC,79700.0,Full-time,Mortgage,30.6,5.5,25,754,Very Good (740-799)
BOR107475,49,UT,89800.0,Full-time,Rent,30.1,4.4,26,667,Fair (620-679)
