loan_id,borrower_id,origination_date,origination_state,vintage_quarter,loan_amount,term_months,interest_rate,loan_purpose,origination_channel,current_status,current_balance,days_past_due,is_delinquent,is_closed,last_performance_month
LN509324,BOR109324,2024-03-14,VA,2024Q1,17930.0,24,0.1448,Debt Consolidation,Online,Current,1699.13,0,False,False,2025-12-01
LN509325,BOR109325,2025-03-19,WA,2025Q1,6790.0,36,0.2549,Auto,Online,Current,5385.97,0,False,False,2025-12-01
LN509326,BOR109326,2024-04-18,LA,2024Q2,9190.0,60,0.1156,Home Improvement,Online,Current,6553.93,0,False,False,2025-12-01
LN509327,BOR109327,2025-08-18,NV,2025Q3,13190.0,36,0.2398,Debt Consolidation,Branch,60DPD,13189.15,60,True,False,2025-11-01
LN509328,BOR109328,2024-02-17,OH,2024Q1,9740.0,60,0.1653,Medical,Online,Current,6909.37,0,False,False,2025-12-01
LN509329,BOR109329,2025-12-25,CA,2025Q4,32690.0,24,0.1794,Debt Consolidation,Branch,Current,31547.65,0,False,False,2025-12-01
LN509330,BOR109330,2025-09-09,TN,2025Q3,9860.0,48,0.2321,Other,Online,Current,9339.33,0,False,False,2025-12-01
LN509331,BOR109331,2024-04-03,NV,2024Q2,7770.0,36,0.1314,Debt Consolidation,Broker,Current,3610.49,0,False,False,2025-12-01
LN509332,BOR109332,2024-10-27,AZ,2024Q4,10740.0,48,0.0734,Debt Consolidation,Branch,Current,7714.77,0,False,False,2025-12-01
LN509333,BOR109333,2024-01-02,IL,2024Q1,18910.0,48,0.1777,Debt Consolidation,Branch,Current,11105.78,0,False,False,2025-12-01
LN509334,BOR109334,2025-09-27,WI,2025Q3,11930.0,36,0.1001,Major Purchase,Online,Current,10773.7,0,False,False,2025-12-01
LN509335,BOR109335,2025-12-01,MO,2025Q4,30870.0,60,0.0659,Debt Consolidation,Online,Current,30434.22,0,False,False,2025-12-01
LN509336,BOR109336,2025-01-22,AZ,2025Q1,6950.0,60,0.1046,Auto,Online,Current,5833.57,0,False,False,2025-12-01
LN509337,BOR109337,2024-10-27,LA,2024Q4,12350.0,48,0.1981,Major Purchase,Branch,Current,9471.49,0,False,False,2025-12-01
LN509338,BOR109338,2025-05-10,MN,2025Q2,50000.0,36,0.1509,Debt Consolidation,Partner,Current,40746.61,0,False,False,2025-12-01
LN509339,BOR109339,2025-05-17,MO,2025Q2,18640.0,36,0.1079,Auto,Partner,Current,15000.64,0,False,False,2025-12-01
LN509340,BOR109340,2024-11-27,IN,2024Q4,9720.0,24,0.0957,Debt Consolidation,Online,Current,4276.25,0,False,False,2025-12-01
LN509341,BOR109341,2025-11-21,IN,2025Q4,6110.0,48,0.1098,Auto,Broker,Current,5905.16,0,False,False,2025-12-01
LN509342,BOR109342,2025-12-22,WA,2025Q4,8820.0,36,0.285,Medical,Online,30DPD,9029.48,30,True,False,2025-12-01
LN509343,BOR109343,2024-01-18,VA,2024Q1,14010.0,48,0.2066,Medical,Online,Current,8420.22,0,False,False,2025-12-01
LN509344,BOR109344,2025-08-10,MD,2025Q3,24620.0,60,0.1869,Debt Consolidation,Online,Current,23325.28,0,False,False,2025-12-01
LN509345,BOR109345,2024-05-07,TN,2024Q2,8070.0,36,0.2102,Debt Consolidation,Broker,Current,4211.68,0,False,False,2025-12-01
LN509346,BOR109346,2025-11-03,WA,2025Q4,7950.0,48,0.2823,Debt Consolidation,Broker,60DPD,8328.45,60,True,False,2025-12-01
LN509347,BOR109347,2025-08-19,NY,2025Q3,13050.0,36,0.2282,Auto,Branch,Paid_Off,0.0,0,False,True,2025-12-01
LN509348,BOR109348,2024-11-07,MD,2024Q4,33690.0,36,0.1544,Auto,Branch,Paid_Off,0.0,0,False,True,2025-04-01
LN509349,BOR109349,2025-05-18,IN,2025Q2,24800.0,36,0.1912,Debt Consolidation,Online,Current,20439.19,0,False,False,2025-12-01
LN509350,BOR109350,2024-08-20,NC,2024Q3,5680.0,48,0.224,Home Improvement,Branch,Current,4212.17,0,False,False,2025-12-01
LN509351,BOR109351,2024-11-25,NC,2024Q4,13060.0,48,0.1644,Debt Consolidation,Partner,Current,10086.11,0,False,False,2025-12-01
LN509352,BOR109352,2024-08-23,OH,2024Q3,17440.0,36,0.1724,Debt Consolidation,Partner,Current,10309.1,0,False,False,2025-12-01
LN509353,BOR109353,2025-12-10,UT,2025Q4,13560.0,24,0.1935,Debt Consolidation,Online,30DPD,13778.66,30,True,False,2025-12-01
LN509354,BOR109354,2025-11-02,LA,2025Q4,7900.0,48,0.0956,Home Improvement,Online,Current,7627.39,0,False,False,2025-12-01
LN509355,BOR109355,2025-04-18,AZ,2025Q2,22460.0,36,0.1619,Debt Consolidation,Online,Current,17816.55,0,False,False,2025-12-01
LN509356,BOR109356,2024-08-20,NJ,2024Q3,19610.0,48,0.195,Debt Consolidation,Online,60DPD,16209.64,60,True,False,2025-10-01
LN509357,BOR109357,2024-01-11,WI,2024Q1,28320.0,36,0.2408,Other,Online,Paid_Off,0.0,0,False,True,2024-05-01
LN509358,BOR109358,2024-05-19,WA,2024Q2,15310.0,60,0.2009,Debt Consolidation,Online,Current,11779.57,0,False,False,2025-12-01
LN509359,BOR109359,2024-03-05,NH,2024Q1,11230.0,60,0.1321,Debt Consolidation,Online,Paid_Off,0.0,0,False,True,2025-05-01
LN509360,BOR109360,2024-07-05,TX,2024Q3,17510.0,48,0.2185,Home Improvement,Branch,Current,12632.58,0,False,False,2025-12-01
LN509361,BOR109361,2025-10-21,CA,2025Q4,9410.0,36,0.1168,Debt Consolidation,Online,Paid_Off,0.0,0,False,True,2025-12-01
LN509362,BOR109362,2025-04-05,AZ,2025Q2,21670.0,48,0.1486,Debt Consolidation,Online,Current,18518.16,0,False,False,2025-12-01
LN509363,BOR109363,2025-12-13,PA,2025Q4,32860.0,48,0.0763,Major Purchase,Online,Current,32272.42,0,False,False,2025-12-01
LN509364,BOR109364,2024-07-08,TN,2024Q3,8290.0,48,0.1355,Debt Consolidation,Branch,Paid_Off,0.0,0,False,True,2024-11-01
LN509365,BOR109365,2024-06-11,MN,2024Q2,9380.0,36,0.1984,Debt Consolidation,Branch,Current,5118.26,0,False,False,2025-12-01
LN509366,BOR109366,2024-12-02,NY,2024Q4,31120.0,36,0.112,Debt Consolidation,Broker,Current,21061.7,0,False,False,2025-12-01
LN509367,BOR109367,2024-06-13,NJ,2024Q2,21200.0,48,0.109,Auto,Broker,Paid_Off,0.0,0,False,True,2025-09-01
LN509368,BOR109368,2025-10-25,MD,2025Q4,14120.0,36,0.1699,Other,Branch,Current,13196.75,0,False,False,2025-12-01
LN509369,BOR109369,2024-02-25,NV,2024Q1,6660.0,48,0.2325,Debt Consolidation,Online,Paid_Off,0.0,0,False,True,2024-06-01
LN509370,BOR109370,2025-04-13,WA,2025Q2,12330.0,48,0.1456,Auto,Online,Current,10527.0,0,False,False,2025-12-01
LN509371,BOR109371,2024-03-17,IL,2024Q1,12140.0,48,0.1623,Medical,Partner,Current,7530.79,0,False,False,2025-12-01
LN509372,BOR109372,2025-05-03,MA,2025Q2,10650.0,36,0.2593,Debt Consolidation,Branch,Current,8935.95,0,False,False,2025-12-01
LN509373,BOR109373,2024-06-07,NJ,2024Q2,15200.0,48,0.1582,Home Improvement,Online,Current,10292.43,0,False,False,2025-12-01
LN509374,BOR109374,2025-06-16,MN,2025Q2,5530.0,48,0.2118,Debt Consolidation,Branch,Current,4982.46,0,False,False,2025-12-01
LN509375,BOR109375,2025-10-12,AZ,2025Q4,14900.0,60,0.2249,Debt Consolidation,Online,90DPD,15753.55,90,True,False,2025-12-01
LN509376,BOR109376,2024-07-09,OH,2024Q3,16160.0,36,0.1722,Medical,Online,Current,9110.45,0,False,False,2025-12-01
LN509377,BOR109377,2024-04-03,CO,2024Q2,11150.0,36,0.0932,Debt Consolidation,Partner,Current,5025.56,0,False,False,2025-12-01
LN509378,BOR109378,2024-12-09,WA,2024Q4,25800.0,24,0.0972,Other,Online,Current,12446.23,0,False,False,2025-12-01
LN509379,BOR109379,2024-02-09,PA,2024Q1,9400.0,48,0.0956,Auto,Broker,Current,5340.0,0,False,False,2025-12-01
LN509380,BOR109380,2025-08-06,AZ,2025Q3,17930.0,48,0.1621,Debt Consolidation,Online,Current,16554.0,0,False,False,2025-12-01
LN509381,BOR109381,2025-12-10,NM,2025Q4,27410.0,48,0.145,Auto,Broker,Paid_Off,0.0,0,False,True,2025-12-01
LN509382,BOR109382,2025-12-13,MD,2025Q4,19230.0,48,0.1449,Debt Consolidation,Online,Paid_Off,0.0,0,False,True,2025-12-01
LN509383,BOR109383,2024-03-04,GA,2024Q1,7160.0,36,0.2227,Debt Consolidation,Online,60DPD,5654.13,60,True,False,2025-03-01
LN509384,BOR109384,2025-12-02,MD,2025Q4,34400.0,60,0.2081,Debt Consolidation,Broker,Current,34069.59,0,False,False,2025-12-01
LN509385,BOR109385,2024-05-24,GA,2024Q2,13320.0,24,0.1893,Medical,Branch,Current,2581.36,0,False,False,2025-12-01
LN509386,BOR109386,2024-04-16,AZ,2024Q2,22080.0,24,0.108,Debt Consolidation,Branch,Current,3026.56,0,False,False,2025-12-01
LN509387,BOR109387,2025-01-17,WA,2025Q1,15590.0,48,0.094,Debt Consolidation,Branch,Current,12221.63,0,False,False,2025-12-01
LN509388,BOR109388,2025-02-07,OH,2025Q1,25580.0,36,0.2276,Debt Consolidation,Broker,Current,19505.4,0,False,False,2025-12-01
LN509389,BOR109389,2024-07-01,NC,2024Q3,22220.0,36,0.123,Auto,Broker,30DPD,17583.24,30,True,False,2025-04-01
LN509390,BOR109390,2025-05-23,NM,2025Q2,12080.0,36,0.2068,Auto,Online,Current,9998.03,0,False,False,2025-12-01
LN509391,BOR109391,2024-10-03,OH,2024Q4,11920.0,24,0.171,Home Improvement,Broker,Current,4950.06,0,False,False,2025-12-01
LN509392,BOR109392,2025-08-23,MN,2025Q3,18480.0,48,0.2054,Debt Consolidation,Online,Current,17179.41,0,False,False,2025-12-01
LN509393,BOR109393,2024-11-27,MO,2024Q4,11640.0,36,0.0981,Debt Consolidation,Online,Current,7513.7,0,False,False,2025-12-01
LN509394,BOR109394,2025-03-03,AZ,2025Q1,22670.0,36,0.1648,Home Improvement,Broker,30DPD,20423.03,30,True,False,2025-08-01
LN509395,BOR109395,2025-02-03,NY,2025Q1,29280.0,48,0.1388,Home Improvement,Broker,Current,23920.61,0,False,False,2025-12-01
LN509396,BOR109396,2025-08-01,PA,2025Q3,17320.0,48,0.1345,Home Improvement,Broker,Current,15916.89,0,False,False,2025-12-01
LN509397,BOR109397,2024-01-19,PA,2024Q1,11720.0,48,0.1994,Home Improvement,Online,Current,7003.99,0,False,False,2025-12-01
LN509398,BOR109398,2024-04-07,MA,2024Q2,21800.0,60,0.1761,Auto,Branch,Current,16214.03,0,False,False,2025-12-01
LN509399,BOR109399,2025-08-21,NH,2025Q3,26220.0,36,0.1216,Debt Consolidation,Branch,Current,23121.93,0,False,False,2025-12-01
LN509400,BOR109400,2024-06-14,LA,2024Q2,11960.0,36,0.1073,Other,Partner,Current,6125.75,0,False,False,2025-12-01
LN509401,BOR109401,2024-09-24,CA,2024Q3,9210.0,48,0.2235,Debt Consolidation,Online,Current,6989.94,0,False,False,2025-12-01
LN509402,BOR109402,2025-01-27,OH,2025Q1,8280.0,36,0.2483,Major Purchase,Partner,Current,6164.17,0,False,False,2025-12-01
LN509403,BOR109403,2025-12-24,PA,2025Q4,8900.0,60,0.1486,Auto,Broker,Current,8799.13,0,False,False,2025-12-01
LN509404,BOR109404,2025-10-09,NH,2025Q4,15480.0,36,0.1185,Auto,Online,Current,14388.74,0,False,False,2025-12-01
LN509405,BOR109405,2025-09-19,IL,2025Q3,22620.0,36,0.1394,Debt Consolidation,Online,Current,20545.52,0,False,False,2025-12-01
LN509406,BOR109406,2025-02-11,PA,2025Q1,7120.0,36,0.1183,Major Purchase,Branch,Paid_Off,0.0,0,False,True,2025-08-01
LN509407,BOR109407,2024-01-18,TN,2024Q1,20720.0,24,0.2232,Major Purchase,Online,Paid_Off,0.0,0,False,True,2025-12-01
LN509408,BOR109408,2024-05-24,AZ,2024Q2,21880.0,48,0.195,Home Improvement,Online,Current,14752.69,0,False,False,2025-12-01
LN509409,BOR109409,2025-09-13,IL,2025Q3,33310.0,48,0.2487,Debt Consolidation,Online,30DPD,33580.12,30,True,False,2025-10-01
LN509410,BOR109410,2024-09-20,MO,2024Q3,11550.0,36,0.1505,Debt Consolidation,Branch,Current,7048.5,0,False,False,2025-12-01
LN509411,BOR109411,2024-05-02,FL,2024Q2,31410.0,36,0.255,Medical,Broker,Default,22494.33,120,True,True,2025-11-01
LN509412,BOR109412,2024-05-20,CA,2024Q2,15530.0,48,0.1007,Debt Consolidation,Partner,Current,9805.43,0,False,False,2025-12-01
LN509413,BOR109413,2024-01-17,TX,2024Q1,11910.0,48,0.0854,Other,Online,Current,6460.44,0,False,False,2025-12-01
LN509414,BOR109414,2024-11-21,NC,2024Q4,9500.0,36,0.1419,Debt Consolidation,Online,Paid_Off,0.0,0,False,True,2025-06-01
LN509415,BOR109415,2024-02-11,NH,2024Q1,13100.0,36,0.2763,Auto,Online,Current,5999.25,0,False,False,2025-12-01
LN509416,BOR109416,2024-06-24,AZ,2024Q2,8350.0,60,0.1348,Major Purchase,Online,Current,6281.91,0,False,False,2025-12-01
LN509417,BOR109417,2025-09-14,CO,2025Q3,12140.0,24,0.0951,Home Improvement,Online,Current,10272.95,0,False,False,2025-12-01
LN509418,BOR109418,2025-03-11,NC,2025Q1,10130.0,48,0.1101,Auto,Online,Current,8369.35,0,False,False,2025-12-01
LN509419,BOR109419,2024-09-18,MD,2024Q3,5700.0,36,0.0681,Debt Consolidation,Branch,Current,3309.44,0,False,False,2025-12-01
LN509420,BOR109420,2025-01-07,UT,2025Q1,17700.0,36,0.2096,Debt Consolidation,Branch,Paid_Off,0.0,0,False,True,2025-06-01
LN509421,BOR109421,2024-08-17,NC,2024Q3,16860.0,36,0.2203,Medical,Broker,Paid_Off,0.0,0,False,True,2025-11-01
LN509422,BOR109422,2025-06-18,NH,2025Q2,11690.0,36,0.1759,Medical,Branch,Current,9869.45,0,False,False,2025-12-01
LN509423,BOR109423,2025-08-21,IN,2025Q3,17930.0,24,0.2595,Major Purchase,Partner,Current,14913.4,0,False,False,2025-12-01
LN509424,BOR109424,2025-01-05,CO,2025Q1,17550.0,36,0.055,Medical,Online,Current,12017.9,0,False,False,2025-12-01
LN509425,BOR109425,2025-12-19,OH,2025Q4,7240.0,60,0.1556,Debt Consolidation,Broker,Current,7159.51,0,False,False,2025-12-01
LN509426,BOR109426,2024-02-08,IN,2024Q1,16670.0,48,0.1265,Debt Consolidation,Branch,Paid_Off,0.0,0,False,True,2025-08-01
LN509427,BOR109427,2025-10-23,WA,2025Q4,16320.0,36,0.169,Debt Consolidation,Online,Current,15251.49,0,False,False,2025-12-01
LN509428,BOR109428,2025-02-09,UT,2025Q1,12170.0,24,0.235,Debt Consolidation,Online,Current,7287.57,0,False,False,2025-12-01
LN509429,BOR109429,2025-12-27,MS,2025Q4,5770.0,36,0.1008,Major Purchase,Branch,Paid_Off,0.0,0,False,True,2025-12-01
LN509430,BOR109430,2025-01-04,MI,2025Q1,50000.0,36,0.2136,Debt Consolidation,Online,Paid_Off,0.0,0,False,True,2025-05-01
LN509431,BOR109431,2024-03-11,NM,2024Q1,11170.0,24,0.153,Other,Branch,Current,1065.93,0,False,False,2025-12-01
LN509432,BOR109432,2025-04-18,LA,2025Q2,10770.0,36,0.1257,Debt Consolidation,Partner,Current,8443.62,0,False,False,2025-12-01
LN509433,BOR109433,2024-10-14,MA,2024Q4,15970.0,60,0.1301,Home Improvement,Online,Current,12888.21,0,False,False,2025-12-01
LN509434,BOR109434,2025-11-06,TX,2025Q4,11500.0,60,0.2156,Debt Consolidation,Branch,Current,11281.79,0,False,False,2025-12-01
LN509435,BOR109435,2024-06-01,PA,2024Q2,9420.0,36,0.1827,Medical,Branch,Current,5086.24,0,False,False,2025-12-01
LN509436,BOR109436,2024-01-24,TX,2024Q1,24760.0,36,0.238,Debt Consolidation,Partner,60DPD,22059.84,60,True,False,2024-09-01
LN509437,BOR109437,2025-03-07,FL,2025Q1,6640.0,60,0.1371,Debt Consolidation,Broker,Current,5822.46,0,False,False,2025-12-01
LN509438,BOR109438,2024-12-09,NH,2024Q4,8990.0,48,0.1103,Debt Consolidation,Partner,Paid_Off,0.0,0,False,True,2025-06-01
LN509439,BOR109439,2025-12-14,IL,2025Q4,10030.0,48,0.1609,Home Improvement,Broker,Current,9879.77,0,False,False,2025-12-01
LN509440,BOR109440,2025-02-06,MD,2025Q1,16760.0,48,0.211,Auto,Online,Current,14053.19,0,False,False,2025-12-01
LN509441,BOR109441,2025-12-11,TN,2025Q4,27870.0,36,0.0829,Home Improvement,Online,Current,27185.46,0,False,False,2025-12-01
LN509442,BOR109442,2025-09-21,TN,2025Q3,7910.0,24,0.2286,Major Purchase,Partner,Default,8370.72,120,True,True,2025-12-01
LN509443,BOR109443,2025-04-12,IL,2025Q2,13970.0,60,0.2596,Debt Consolidation,Online,Current,12833.67,0,False,False,2025-12-01
LN509444,BOR109444,2025-09-27,MA,2025Q3,5870.0,60,0.173,Auto,Broker,Current,5615.75,0,False,False,2025-12-01
LN509445,BOR109445,2025-07-14,TN,2025Q3,9020.0,36,0.1918,Debt Consolidation,Online,Current,7850.39,0,False,False,2025-12-01
LN509446,BOR109446,2025-03-21,MA,2025Q1,12860.0,36,0.089,Auto,Online,Current,9623.74,0,False,False,2025-12-01
LN509447,BOR109447,2025-09-23,PA,2025Q3,15780.0,36,0.1204,Debt Consolidation,Online,Current,14293.44,0,False,False,2025-12-01
LN509448,BOR109448,2024-10-20,MD,2024Q4,4450.0,60,0.1499,Auto,Online,Current,3626.6,0,False,False,2025-12-01
LN509449,BOR109449,2024-11-02,TX,2024Q4,7210.0,36,0.1318,Debt Consolidation,Online,Current,4737.09,0,False,False,2025-12-01
LN509450,BOR109450,2024-08-10,MA,2024Q3,18370.0,60,0.13,Other,Branch,Current,14306.89,0,False,False,2025-12-01
LN509451,BOR109451,2025-02-17,NJ,2025Q1,19940.0,48,0.0907,Debt Consolidation,Branch,Current,15985.06,0,False,False,2025-12-01
LN509452,BOR109452,2025-03-23,OH,2025Q1,10090.0,48,0.1383,Debt Consolidation,Online,Current,8419.45,0,False,False,2025-12-01
LN509453,BOR109453,2025-10-16,NV,2025Q4,10600.0,48,0.2011,Auto,Online,Current,10156.02,0,False,False,2025-12-01
LN509454,BOR109454,2024-01-23,PA,2024Q1,9830.0,60,0.1586,Other,Online,Paid_Off,0.0,0,False,True,2025-06-01
LN509455,BOR109455,2024-10-10,MS,2024Q4,26620.0,48,0.2598,Major Purchase,Broker,Default,26972.62,120,True,True,2025-05-01
LN509456,BOR109456,2024-07-20,LA,2024Q3,19850.0,60,0.1602,Debt Consolidation,Online,Current,15448.94,0,False,False,2025-12-01
LN509457,BOR109457,2024-10-21,NC,2024Q4,30590.0,36,0.1068,Medical,Branch,Current,19017.05,0,False,False,2025-12-01
LN509458,BOR109458,2025-01-04,GA,2025Q1,26590.0,24,0.1223,Debt Consolidation,Online,Current,14102.9,0,False,False,2025-12-01
LN509459,BOR109459,2025-09-27,NY,2025Q3,13340.0,24,0.1383,Other,Partner,Current,11363.45,0,False,False,2025-12-01
LN509460,BOR109460,2024-08-21,MS,2024Q3,12440.0,36,0.1286,Debt Consolidation,Online,Current,7156.6,0,False,False,2025-12-01
LN509461,BOR109461,2025-09-18,TN,2025Q3,15040.0,48,0.0935,Debt Consolidation,Partner,Current,13989.43,0,False,False,2025-12-01
LN509462,BOR109462,2025-12-13,CA,2025Q4,13580.0,36,0.0965,Debt Consolidation,Online,Paid_Off,0.0,0,False,True,2025-12-01
LN509463,BOR109463,2025-07-19,WA,2025Q3,19290.0,36,0.1302,Debt Consolidation,Broker,Paid_Off,0.0,0,False,True,2025-12-01
LN509464,BOR109464,2024-01-25,TX,2024Q1,17630.0,60,0.184,Debt Consolidation,Online,Current,12420.65,0,False,False,2025-12-01
LN509465,BOR109465,2024-12-07,MA,2024Q4,24480.0,60,0.2734,Other,Online,Current,21571.47,0,False,False,2025-12-01
LN509466,BOR109466,2024-12-27,WA,2024Q4,9490.0,24,0.1134,Debt Consolidation,Branch,Current,4616.03,0,False,False,2025-12-01
LN509467,BOR109467,2024-10-24,TX,2024Q4,17150.0,48,0.1292,Auto,Partner,Current,12702.99,0,False,False,2025-12-01
LN509468,BOR109468,2025-10-08,NV,2025Q4,11160.0,36,0.1803,Debt Consolidation,Broker,Current,10441.46,0,False,False,2025-12-01
LN509469,BOR109469,2024-03-04,OH,2024Q1,22930.0,36,0.2117,Debt Consolidation,Broker,Paid_Off,0.0,0,False,True,2025-07-01
LN509470,BOR109470,2024-03-11,AZ,2024Q1,5130.0,36,0.0972,Debt Consolidation,Online,Current,2173.57,0,False,False,2025-12-01
LN509471,BOR109471,2024-08-22,IN,2024Q3,19540.0,48,0.1861,Auto,Branch,Current,14195.1,0,False,False,2025-12-01
LN509472,BOR109472,2024-06-20,UT,2024Q2,8420.0,60,0.1577,Debt Consolidation,Online,Current,6425.94,0,False,False,2025-12-01
LN509473,BOR109473,2024-06-25,WA,2024Q2,13620.0,48,0.1711,Home Improvement,Branch,Current,9299.68,0,False,False,2025-12-01
LN509474,BOR109474,2025-10-17,MS,2025Q4,15190.0,60,0.1401,Other,Branch,Paid_Off,0.0,0,False,True,2025-12-01
LN509475,BOR109475,2024-05-20,NC,2024Q2,9590.0,36,0.2299,Other,Partner,Paid_Off,0.0,0,False,True,2025-01-01
LN509476,BOR109476,2024-02-25,LA,2024Q1,11040.0,36,0.1347,Other,Online,Current,4506.2,0,False,False,2025-12-01
LN509477,BOR109477,2025-07-09,IL,2025Q3,16020.0,60,0.1922,Debt Consolidation,Online,30DPD,15432.47,30,True,False,2025-12-01
LN509478,BOR109478,2025-05-17,MD,2025Q2,12460.0,36,0.1964,Debt Consolidation,Online,Current,10283.55,0,False,False,2025-12-01
LN509479,BOR109479,2025-04-15,FL,2025Q2,16450.0,36,0.1043,Auto,Online,Current,12804.82,0,False,False,2025-12-01
LN509480,BOR109480,2025-03-20,NH,2025Q1,22880.0,60,0.2169,Home Improvement,Online,Current,20553.65,0,False,False,2025-12-01
LN509481,BOR109481,2024-02-24,UT,2024Q1,12700.0,24,0.1305,Debt Consolidation,Partner,Current,597.57,0,False,False,2025-12-01
LN509482,BOR109482,2025-12-05,NJ,2025Q4,22690.0,48,0.1602,Medical,Online,Paid_Off,0.0,0,False,True,2025-12-01
LN509483,BOR109483,2024-04-02,WA,2024Q2,8520.0,36,0.2473,Debt Consolidation,Online,60DPD,8706.08,60,True,False,2024-06-01
LN509484,BOR109484,2024-04-06,TN,2024Q2,40170.0,36,0.0948,Debt Consolidation,Online,Current,18128.99,0,False,False,2025-12-01
LN509485,BOR109485,2024-09-07,OH,2024Q3,7370.0,60,0.171,Other,Online,Current,5969.74,0,False,False,2025-12-01
LN509486,BOR109486,2024-05-03,MO,2024Q2,9660.0,48,0.1307,Medical,Online,Paid_Off,0.0,0,False,True,2024-12-01
LN509487,BOR109487,2024-11-06,MD,2024Q4,24450.0,60,0.1178,Major Purchase,Online,Paid_Off,0.0,0,False,True,2025-11-01
LN509488,BOR109488,2024-10-27,WA,2024Q4,19720.0,36,0.1022,Major Purchase,Branch,Paid_Off,0.0,0,False,True,2025-08-01
LN509489,BOR109489,2025-09-18,NY,2025Q3,17390.0,60,0.1589,Debt Consolidation,Broker,Current,16608.21,0,False,False,2025-12-01
LN509490,BOR109490,2024-01-13,MS,2024Q1,13770.0,36,0.1222,Home Improvement,Online,Current,5157.94,0,False,False,2025-12-01
LN509491,BOR109491,2024-01-03,FL,2024Q1,9460.0,36,0.1277,Home Improvement,Online,Current,3561.2,0,False,False,2025-12-01
LN509492,BOR109492,2024-12-18,TN,2024Q4,7020.0,36,0.1872,Home Improvement,Online,Current,4922.09,0,False,False,2025-12-01
LN509493,BOR109493,2024-06-08,FL,2024Q2,18530.0,36,0.2427,Debt Consolidation,Online,90DPD,13649.01,90,True,False,2025-10-01
LN509494,BOR109494,2025-04-21,NY,2025Q2,19980.0,48,0.1457,Debt Consolidation,Online,Current,17058.91,0,False,False,2025-12-01
LN509495,BOR109495,2025-10-23,CA,2025Q4,17960.0,24,0.0901,Debt Consolidation,Branch,Current,15887.32,0,False,False,2025-12-01
LN509496,BOR109496,2024-05-09,NC,2024Q2,12710.0,48,0.1385,Other,Online,Current,8246.98,0,False,False,2025-12-01
LN509497,BOR109497,2024-09-17,IN,2024Q3,33010.0,24,0.2225,Home Improvement,Online,Current,12654.08,0,False,False,2025-12-01
LN509498,BOR109498,2024-03-25,WA,2024Q1,18200.0,36,0.0936,Debt Consolidation,Broker,Current,7688.0,0,False,False,2025-12-01
LN509499,BOR109499,2024-06-15,MO,2024Q2,15180.0,48,0.2107,Debt Consolidation,Online,Current,10623.93,0,False,False,2025-12-01
LN509500,BOR109500,2025-10-06,MO,2025Q4,16690.0,60,0.2753,Home Improvement,Online,60DPD,17326.42,60,True,False,2025-12-01
LN509501,BOR109501,2025-02-03,NY,2025Q1,38180.0,60,0.1022,Other,Broker,Current,32552.4,0,False,False,2025-12-01
LN509502,BOR109502,2024-02-08,TX,2024Q1,9500.0,36,0.2421,Debt Consolidation,Broker,Default,9080.15,120,True,True,2024-10-01
LN509503,BOR109503,2025-12-05,TN,2025Q4,9670.0,60,0.0654,Auto,Branch,Current,9533.31,0,False,False,2025-12-01
LN509504,BOR109504,2025-05-13,IN,2025Q2,15220.0,24,0.0882,Other,Online,Current,10440.78,0,False,False,2025-12-01
LN509505,BOR109505,2025-11-03,AZ,2025Q4,13740.0,24,0.1692,Home Improvement,Online,Current,12763.01,0,False,False,2025-12-01
LN509506,BOR109506,2024-12-02,OH,2024Q4,20620.0,36,0.1515,Auto,Branch,Current,14221.74,0,False,False,2025-12-01
LN509507,BOR109507,2025-01-06,NV,2025Q1,14760.0,36,0.0608,Home Improvement,Online,Current,10135.22,0,False,False,2025-12-01
LN509508,BOR109508,2024-01-04,TX,2024Q1,20480.0,60,0.1181,Medical,Broker,Paid_Off,0.0,0,False,True,2025-12-01
LN509509,BOR109509,2024-03-07,TN,2024Q1,25370.0,60,0.1364,Debt Consolidation,Branch,Current,17988.34,0,False,False,2025-12-01
LN509510,BOR109510,2024-09-19,FL,2024Q3,13150.0,48,0.0673,Major Purchase,Online,Current,9152.51,0,False,False,2025-12-01
LN509511,BOR109511,2024-04-12,IN,2024Q2,32980.0,36,0.1559,Debt Consolidation,Broker,Current,15620.02,0,False,False,2025-12-01
LN509512,BOR109512,2024-02-06,NJ,2024Q1,13750.0,24,0.1206,Debt Consolidation,Online,Paid_Off,0.0,0,False,True,2025-04-01
LN509513,BOR109513,2024-08-09,MD,2024Q3,19580.0,36,0.2266,Home Improvement,Branch,30DPD,15679.3,30,True,False,2025-06-01
LN509514,BOR109514,2025-04-11,TX,2025Q2,13650.0,48,0.2338,Home Improvement,Online,30DPD,12991.62,30,True,False,2025-09-01
LN509515,BOR109515,2025-09-01,AZ,2025Q3,8230.0,36,0.1647,Debt Consolidation,Online,Current,7501.97,0,False,False,2025-12-01
LN509516,BOR109516,2024-06-22,NY,2024Q2,12060.0,48,0.1519,Debt Consolidation,Online,Current,8132.65,0,False,False,2025-12-01
LN509517,BOR109517,2025-08-23,MO,2025Q3,32550.0,60,0.1287,Auto,Online,Current,30561.04,0,False,False,2025-12-01
LN509518,BOR109518,2024-01-22,FL,2024Q1,6790.0,24,0.221,Auto,Broker,90DPD,3677.93,90,True,False,2025-04-01
